epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,4140.94,1.63678,1.06146,0.90591,0.66067,0.65967,0.63947,0.23718,2.06703,1.3704,0.97773,0.000588632,0.000588632,0.000588632
180,4164.04,1.61445,1.05817,0.89898,0.74172,0.67436,0.6522,0.26626,1.95334,1.26655,0.97231,0.000586832,0.000586832,0.000586832
181,4186.93,1.6509,1.0421,0.9069,0.72512,0.65391,0.65977,0.26329,1.95631,1.26513,0.97273,0.000585032,0.000585032,0.000585032
182,4210.5,1.56424,0.99442,0.90095,0.70221,0.65343,0.64284,0.24252,2.00994,1.332,0.97179,0.000583233,0.000583233,0.000583233
183,4233.43,1.5064,1.00805,0.89252,0.74642,0.71805,0.71011,0.2538,2.00132,1.33452,0.96855,0.000581433,0.000581433,0.000581433
184,4256.77,1.54591,1.04439,0.8973,0.80614,0.73759,0.74419,0.29665,1.93293,1.21649,0.97195,0.000579633,0.000579633,0.000579633
185,4279.53,1.65807,1.04928,0.92818,0.80069,0.71505,0.72765,0.2852,1.96772,1.24426,0.98315,0.000577833,0.000577833,0.000577833
186,4302.88,1.62891,1.06522,0.91882,0.73333,0.64887,0.65655,0.25904,2.00828,1.29606,0.9872,0.000576033,0.000576033,0.000576033
187,4326.5,1.61936,1.01658,0.88653,0.69735,0.61091,0.60872,0.22775,2.07687,1.35759,0.99231,0.000574233,0.000574233,0.000574233
188,4349.37,1.64923,1.06092,0.89421,0.70424,0.65142,0.64374,0.25929,2.0117,1.28732,0.98776,0.000572434,0.000572434,0.000572434
189,4373.76,1.5478,1.02362,0.87914,0.76386,0.70036,0.68298,0.28759,1.92603,1.2394,0.98229,0.000570634,0.000570634,0.000570634
190,4398.23,1.61212,1.03384,0.90932,0.78622,0.73041,0.7121,0.2954,1.9502,1.21295,0.99084,0.000568834,0.000568834,0.000568834
191,4421.85,1.52398,0.94301,0.90709,0.79705,0.74088,0.72114,0.29405,1.95669,1.20331,0.98847,0.000567034,0.000567034,0.000567034
192,4444.62,1.61892,1.01363,0.91202,0.76206,0.72253,0.70513,0.27012,2.00056,1.26613,0.97666,0.000565234,0.000565234,0.000565234
193,4467.67,1.6031,1.00901,0.88799,0.69181,0.67387,0.63062,0.23778,2.06043,1.32796,0.98214,0.000563435,0.000563435,0.000563435
194,4490.79,1.65835,1.00782,0.88424,0.7051,0.66512,0.61819,0.23307,2.06258,1.3333,0.98232,0.000561635,0.000561635,0.000561635
195,4513.23,1.58253,1.05603,0.90975,0.74636,0.69469,0.67911,0.2438,2.01217,1.28225,0.97823,0.000559835,0.000559835,0.000559835
196,4536.27,1.53506,1.00975,0.90088,0.72447,0.72692,0.68187,0.27496,1.92725,1.21763,0.97282,0.000558035,0.000558035,0.000558035
197,4559.02,1.61443,1.03149,0.89211,0.7626,0.69683,0.69442,0.26519,1.96092,1.26462,0.97347,0.000556235,0.000556235,0.000556235
198,4584.65,1.55949,0.91672,0.89701,0.76853,0.69861,0.68061,0.2559,1.99441,1.28184,0.97701,0.000554435,0.000554435,0.000554435
