epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,212.586,2.72983,3.83366,1.07718,0.00022,0.02597,0.0069,0.00275,2.48799,5.01333,1.06182,0.000372243,0.000372243,0.000372243
16,226.522,2.71363,3.49289,1.05759,0.00073,0.06494,0.02809,0.00842,2.4212,4.98545,1.05394,0.000395508,0.000395508,0.000395508
17,240.558,2.71611,3.3983,1.02552,0.00181,0.12987,0.07244,0.02407,2.47496,4.92446,1.03876,0.000418504,0.000418504,0.000418504
18,254.413,2.57924,3.25545,1.04525,0.0022,0.16883,0.12158,0.0515,2.44215,4.84159,1.04941,0.000441229,0.000441229,0.000441229
19,268.256,2.56611,3.18485,1.04396,0.00234,0.16883,0.1402,0.05028,2.41572,4.7735,1.04236,0.000463685,0.000463685,0.000463685
20,282.052,2.51103,3.0789,1.04195,0.00547,0.23377,0.13748,0.03736,2.41461,4.69862,1.03366,0.00048587,0.00048587,0.00048587
21,296.178,2.61682,3.09888,1.03559,0.00637,0.23377,0.12429,0.04658,2.37866,4.65793,0.99938,0.000507786,0.000507786,0.000507786
22,310.352,2.50587,2.84061,1.01329,0.0101,0.2987,0.15167,0.06092,2.33365,4.55018,0.97874,0.000529431,0.000529431,0.000529431
23,324.42,2.45345,2.9037,1.02032,0.00951,0.31169,0.17101,0.05835,2.33617,4.4897,0.9788,0.000550807,0.000550807,0.000550807
24,338.31,2.46224,2.80713,1.02235,0.01068,0.35065,0.19141,0.07242,2.4024,4.44812,0.99067,0.000571912,0.000571912,0.000571912
25,352.209,2.43955,2.86553,1.00036,0.01146,0.37662,0.21571,0.08016,2.46316,4.34058,0.99803,0.000592748,0.000592748,0.000592748
26,365.859,2.41225,2.69088,1.0125,0.01298,0.4026,0.23325,0.09671,2.33768,4.14824,0.98631,0.000613314,0.000613314,0.000613314
27,379.483,2.21762,2.53888,0.98814,0.01495,0.45455,0.24859,0.11027,2.21179,4.01224,0.98556,0.000633609,0.000633609,0.000633609
28,393.122,2.24412,2.53193,0.99122,0.01337,0.42857,0.23112,0.10615,2.24644,4.00758,0.98881,0.000653635,0.000653635,0.000653635
29,406.825,2.35931,2.59324,0.9961,0.01337,0.42857,0.23112,0.10615,2.24644,4.00758,0.98881,0.000673391,0.000673391,0.000673391
30,420.552,2.17768,2.31215,0.96122,0.01388,0.45455,0.19576,0.07517,2.38061,4.08945,1.01775,0.000692877,0.000692877,0.000692877
31,434.214,2.27627,2.4445,1.02855,0.01499,0.48052,0.23304,0.08209,2.41605,3.9264,1.02414,0.000712092,0.000712092,0.000712092
32,447.85,2.33648,2.46997,1.06087,0.73499,0.23552,0.26989,0.10355,2.43575,3.59416,1.05978,0.000731038,0.000731038,0.000731038
33,461.481,2.58245,2.5392,1.09424,0.73499,0.23552,0.26989,0.10355,2.43575,3.59416,1.05978,0.000749714,0.000749714,0.000749714
34,475.428,2.60195,2.38785,1.05432,0.75205,0.20119,0.269,0.09918,2.40721,3.62878,1.04128,0.000760515,0.000760515,0.000760515
35,489.128,2.424,2.42575,1.01256,0.01563,0.48052,0.21589,0.07286,2.58412,3.85854,1.02162,0.000756015,0.000756015,0.000756015
36,502.808,2.30734,2.39176,0.99988,0.01901,0.48052,0.17328,0.06574,2.76709,3.93015,1.03451,0.000751516,0.000751516,0.000751516
37,516.459,2.3752,2.63027,0.98177,0.01901,0.48052,0.17328,0.06574,2.76709,3.93015,1.03451,0.000747016,0.000747016,0.000747016
38,530.161,2.34894,2.62749,1.01145,0.54342,0.20604,0.30423,0.10013,2.48102,3.53481,1.0101,0.000742517,0.000742517,0.000742517
39,543.873,2.30288,2.38857,0.96411,0.77632,0.25432,0.4329,0.15472,2.16171,3.11154,0.98609,0.000738017,0.000738017,0.000738017
40,557.574,2.25204,2.45735,0.99456,0.74546,0.28392,0.45406,0.16826,2.16536,2.9364,0.99866,0.000733518,0.000733518,0.000733518
41,571.497,2.28856,2.23829,0.99244,0.74546,0.28392,0.45406,0.16826,2.16536,2.9364,0.99866,0.000729018,0.000729018,0.000729018
42,585.291,2.26577,2.29403,0.96951,0.638,0.36225,0.42331,0.1521,2.20242,2.89103,1.00591,0.000724518,0.000724518,0.000724518
43,599.319,2.15463,2.0824,0.95488,0.63357,0.37109,0.39226,0.12827,2.27293,2.88837,1.00239,0.000720019,0.000720019,0.000720019
44,613.273,2.11359,2.16093,0.94786,0.63987,0.40421,0.33184,0.12504,2.30468,2.81988,1.00888,0.000715519,0.000715519,0.000715519
45,627.114,2.09745,2.15075,0.93931,0.63987,0.40421,0.33184,0.12504,2.30468,2.81988,1.00888,0.00071102,0.00071102,0.00071102
46,640.932,2.06627,2.1007,0.94108,0.54672,0.41566,0.36642,0.12809,2.26921,2.69641,1.00764,0.00070652,0.00070652,0.00070652
47,654.743,2.19708,2.1988,1.03469,0.35597,0.40217,0.40148,0.17273,2.17243,2.42462,0.99924,0.000702021,0.000702021,0.000702021
48,668.679,2.11612,1.92051,0.96167,0.46608,0.46879,0.47619,0.20786,2.09402,2.32065,0.99547,0.000697521,0.000697521,0.000697521
49,682.211,2.16019,2.05686,0.99267,0.46608,0.46879,0.47619,0.20786,2.09402,2.32065,0.99547,0.000693022,0.000693022,0.000693022
50,695.753,2.10117,2.02046,0.97749,0.4267,0.49558,0.49954,0.20818,2.09801,2.27613,0.99248,0.000688522,0.000688522,0.000688522
51,709.126,2.12601,2.08866,0.96792,0.40646,0.47812,0.48475,0.17828,2.15537,2.34644,0.98776,0.000684022,0.000684022,0.000684022
52,722.478,2.11663,2.04753,0.95367,0.42657,0.51415,0.49687,0.17374,2.1808,2.36669,0.98838,0.000679523,0.000679523,0.000679523
53,735.93,2.03609,1.90888,0.94627,0.42657,0.51415,0.49687,0.17374,2.1808,2.36669,0.98838,0.000675023,0.000675023,0.000675023
54,749.306,1.95202,1.87615,0.92811,0.41201,0.49125,0.49522,0.19448,2.14261,2.26455,0.98945,0.000670524,0.000670524,0.000670524
55,762.608,1.98926,1.87853,0.91999,0.41018,0.55814,0.50131,0.20978,2.14233,2.12772,0.9894,0.000666024,0.000666024,0.000666024
56,776.336,2.00141,1.82824,0.94739,0.48151,0.57529,0.51712,0.20798,2.15594,2.09438,0.99039,0.000661525,0.000661525,0.000661525
57,789.619,2.05187,1.90341,0.97533,0.48151,0.57529,0.51712,0.20798,2.15594,2.09438,0.99039,0.000657025,0.000657025,0.000657025
58,803.276,1.95026,1.76882,0.93846,0.48602,0.53508,0.51764,0.20912,2.14385,2.13882,0.98651,0.000652526,0.000652526,0.000652526
59,817.315,2.14301,1.92822,0.94972,0.43972,0.53425,0.49571,0.1779,2.27904,2.31809,0.98947,0.000648026,0.000648026,0.000648026
60,830.954,1.97395,1.84269,0.95434,0.46601,0.48007,0.46459,0.1716,2.3475,2.35758,1.00006,0.000643527,0.000643527,0.000643527
61,844.528,1.98347,1.74013,0.93507,0.46601,0.48007,0.46459,0.1716,2.3475,2.35758,1.00006,0.000639027,0.000639027,0.000639027
62,858.148,2.03876,1.8311,0.93461,0.55578,0.50722,0.52293,0.19281,2.27251,2.1857,1.00111,0.000634527,0.000634527,0.000634527
63,871.869,2.08576,1.90565,0.95292,0.6102,0.48,0.49436,0.17308,2.30665,2.24555,1.00257,0.000630028,0.000630028,0.000630028
64,886.008,1.9646,1.8197,0.9503,0.56282,0.54162,0.5256,0.18534,2.23965,2.1056,1.00609,0.000625528,0.000625528,0.000625528
65,900.892,1.93444,1.91882,0.95202,0.56282,0.54162,0.5256,0.18534,2.23965,2.1056,1.00609,0.000621029,0.000621029,0.000621029
66,915.506,2.06301,1.98793,0.98072,0.59007,0.57871,0.53903,0.21945,2.13893,2.02689,1.00602,0.000616529,0.000616529,0.000616529
67,930.563,2.19698,1.86263,0.92779,0.61781,0.58907,0.56987,0.23541,2.11328,2.05377,1.00324,0.00061203,0.00061203,0.00061203
68,945.607,2.02058,1.80773,0.98978,0.58237,0.56939,0.55473,0.22267,2.1367,2.10552,1.01053,0.00060753,0.00060753,0.00060753
69,960.312,2.01649,1.74806,0.94754,0.58237,0.56939,0.55473,0.22267,2.1367,2.10552,1.01053,0.000603031,0.000603031,0.000603031
70,975.11,1.98075,1.79625,0.96668,0.56614,0.58442,0.56574,0.21618,2.16756,2.12842,1.01199,0.000598531,0.000598531,0.000598531
71,989.799,2.03873,1.72528,0.91978,0.60556,0.54351,0.56749,0.21725,2.17958,2.10027,1.00879,0.000594031,0.000594031,0.000594031
72,1004.45,1.97305,1.6981,0.93465,0.6398,0.52415,0.57961,0.2273,2.13689,2.00115,0.99818,0.000589532,0.000589532,0.000589532
73,1017.93,1.92403,1.64054,0.95022,0.6398,0.52415,0.57961,0.2273,2.13689,2.00115,0.99818,0.000585032,0.000585032,0.000585032
74,1031.47,1.91065,1.84108,0.9652,0.72805,0.58185,0.63337,0.23836,2.12178,1.91573,0.99805,0.000580533,0.000580533,0.000580533
75,1045.24,1.88998,1.64689,0.9531,0.68523,0.61434,0.62832,0.24543,2.1117,1.8706,1.00035,0.000576033,0.000576033,0.000576033
76,1058.84,2.0348,1.87652,0.96441,0.62628,0.62673,0.61113,0.23188,2.21372,1.95773,1.00509,0.000571534,0.000571534,0.000571534
77,1072.58,1.93521,1.63767,0.93781,0.62628,0.62673,0.61113,0.23188,2.21372,1.95773,1.00509,0.000567034,0.000567034,0.000567034
78,1086.3,1.96503,1.70618,0.92529,0.6412,0.61417,0.61725,0.22731,2.24958,1.99293,1.00157,0.000562535,0.000562535,0.000562535
79,1099.96,1.9106,1.6664,0.95694,0.61991,0.54623,0.58344,0.2168,2.2342,2.00273,0.99629,0.000558035,0.000558035,0.000558035
80,1113.91,1.83586,1.61147,0.93716,0.69228,0.51805,0.57852,0.24076,2.17116,1.92117,1.00421,0.000553536,0.000553536,0.000553536
81,1127.57,2.09689,1.74228,0.98112,0.69228,0.51805,0.57852,0.24076,2.17116,1.92117,1.00421,0.000549036,0.000549036,0.000549036
82,1141.2,1.89994,1.60114,0.94471,0.58688,0.51741,0.56272,0.23164,2.15274,1.96576,0.9991,0.000544536,0.000544536,0.000544536
83,1154.83,1.87224,1.62814,0.94952,0.52051,0.55111,0.54751,0.22183,2.17749,2.0226,0.99154,0.000540037,0.000540037,0.000540037
84,1168.67,1.81365,1.49945,0.89506,0.59175,0.57415,0.59618,0.22027,2.17611,2.06001,0.98427,0.000535537,0.000535537,0.000535537
85,1182.25,1.96508,1.61896,0.92286,0.59175,0.57415,0.59618,0.22027,2.17611,2.06001,0.98427,0.000531038,0.000531038,0.000531038
86,1195.75,1.8405,1.58819,0.96662,0.6671,0.55758,0.62148,0.24704,2.10045,1.90117,0.97859,0.000526538,0.000526538,0.000526538
87,1209.39,1.92426,1.66916,0.94549,0.72379,0.59941,0.63799,0.26659,2.00971,1.74365,0.98638,0.000522039,0.000522039,0.000522039
88,1223.6,1.95051,1.6317,0.90497,0.71171,0.64954,0.63213,0.24599,2.06653,1.72532,1.00569,0.000517539,0.000517539,0.000517539
89,1238.48,1.97897,1.47205,0.95617,0.71171,0.64954,0.63213,0.24599,2.06653,1.72532,1.00569,0.00051304,0.00051304,0.00051304
90,1253.45,1.91013,1.57046,0.93116,0.78362,0.56594,0.62491,0.26162,2.03747,1.725,0.99134,0.00050854,0.00050854,0.00050854
91,1268.2,1.86262,1.59297,0.9201,0.67674,0.5978,0.63634,0.26118,2.00658,1.78635,0.97601,0.00050404,0.00050404,0.00050404
92,1282.81,1.82183,1.54332,0.93565,0.67577,0.60402,0.63774,0.23933,2.0325,1.84291,0.97156,0.000499541,0.000499541,0.000499541
93,1297.55,1.91786,1.63085,0.94443,0.67577,0.60402,0.63774,0.23933,2.0325,1.84291,0.97156,0.000495041,0.000495041,0.000495041
94,1312.19,1.90832,1.56411,0.92592,0.63848,0.63588,0.62766,0.25542,2.01219,1.7975,0.97068,0.000490542,0.000490542,0.000490542
95,1326.85,1.89212,1.61265,0.97749,0.70056,0.6437,0.62981,0.25661,2.07983,1.73351,1.00174,0.000486042,0.000486042,0.000486042
96,1341.64,2.02259,1.63904,0.93749,0.65967,0.61016,0.57584,0.23868,2.16312,1.69548,1.02426,0.000481543,0.000481543,0.000481543
97,1357.91,1.96929,1.58868,0.92258,0.65967,0.61016,0.57584,0.23868,2.16312,1.69548,1.02426,0.000477043,0.000477043,0.000477043
98,1373.98,2.04354,1.53642,0.93817,0.70084,0.59781,0.57168,0.22671,2.13625,1.66968,1.01713,0.000472544,0.000472544,0.000472544
99,1389.63,1.85075,1.53409,0.95232,0.74634,0.60891,0.63905,0.25807,2.07722,1.6799,0.99201,0.000468044,0.000468044,0.000468044
100,1405.47,1.83967,1.52136,0.91767,0.68429,0.56699,0.60233,0.23889,2.0962,1.78893,0.97569,0.000463545,0.000463545,0.000463545
101,1420.45,1.88578,1.64055,0.9515,0.68429,0.56699,0.60233,0.23889,2.0962,1.78893,0.97569,0.000459045,0.000459045,0.000459045
102,1434.18,1.91711,1.61143,0.90564,0.65605,0.56826,0.61481,0.23094,2.12661,1.86139,0.9727,0.000454545,0.000454545,0.000454545
103,1447.55,1.88623,1.46826,0.89573,0.69699,0.60478,0.62244,0.23858,2.08238,1.804,0.97034,0.000450046,0.000450046,0.000450046
104,1460.97,1.78374,1.57403,0.93867,0.70282,0.59845,0.62316,0.26907,2.06566,1.67932,0.98697,0.000445546,0.000445546,0.000445546
105,1474.73,1.92556,1.53019,0.91839,0.70282,0.59845,0.62316,0.26907,2.06566,1.67932,0.98697,0.000441047,0.000441047,0.000441047
106,1489.22,1.86107,1.51109,0.9181,0.72357,0.63225,0.66027,0.28143,2.0253,1.6347,0.98005,0.000436547,0.000436547,0.000436547
107,1503.62,1.74576,1.46285,0.93987,0.64045,0.67532,0.66102,0.2749,2.00922,1.67451,0.97018,0.000432048,0.000432048,0.000432048
108,1517.41,1.83478,1.49681,0.90282,0.60325,0.64096,0.63799,0.24553,2.06435,1.76165,0.96481,0.000427548,0.000427548,0.000427548
109,1530.8,1.82315,1.43229,0.91652,0.60325,0.64096,0.63799,0.24553,2.06435,1.76165,0.96481,0.000423049,0.000423049,0.000423049
110,1544.23,1.76784,1.45585,0.88701,0.52437,0.59337,0.56132,0.1982,2.19992,1.87512,0.97372,0.000418549,0.000418549,0.000418549
111,1557.4,1.80522,1.59483,0.95007,0.53067,0.5879,0.54694,0.19228,2.17365,1.8777,0.97209,0.000414049,0.000414049,0.000414049
112,1570.73,1.80703,1.47274,0.93736,0.55883,0.57857,0.55955,0.21299,2.10099,1.81185,0.96471,0.00040955,0.00040955,0.00040955
113,1584.49,1.87668,1.59896,0.94747,0.55883,0.57857,0.55955,0.21299,2.10099,1.81185,0.96471,0.00040505,0.00040505,0.00040505
114,1598.05,1.78308,1.41683,0.9176,0.58233,0.59038,0.59313,0.23538,2.06694,1.69965,0.96811,0.000400551,0.000400551,0.000400551
115,1611.96,1.84275,1.45986,0.92353,0.65282,0.61312,0.65033,0.24273,2.10752,1.70175,0.97291,0.000396051,0.000396051,0.000396051
116,1626.43,1.62901,1.34932,0.92294,0.65838,0.63396,0.64836,0.24399,2.14409,1.73423,0.97802,0.000391552,0.000391552,0.000391552
117,1639.8,1.88043,1.44228,0.93168,0.65838,0.63396,0.64836,0.24399,2.14409,1.73423,0.97802,0.000387052,0.000387052,0.000387052
118,1653.73,1.69888,1.33911,0.8803,0.60267,0.64568,0.62924,0.248,2.14533,1.70721,0.98025,0.000382553,0.000382553,0.000382553
119,1667.99,1.73325,1.43294,0.93118,0.60818,0.64071,0.63071,0.25079,2.10412,1.65193,0.97544,0.000378053,0.000378053,0.000378053
120,1681.77,1.69543,1.36407,0.91528,0.61218,0.62798,0.62338,0.2559,2.08893,1.63764,0.97444,0.000373554,0.000373554,0.000373554
121,1695.16,1.75128,1.49683,0.90194,0.61218,0.62798,0.62338,0.2559,2.08893,1.63764,0.97444,0.000369054,0.000369054,0.000369054
122,1708.48,1.73162,1.39738,0.89486,0.65528,0.57501,0.64182,0.2428,2.11891,1.63447,0.97304,0.000364554,0.000364554,0.000364554
123,1721.92,1.68036,1.30875,0.88825,0.63735,0.65131,0.66637,0.23698,2.16701,1.68173,0.97876,0.000360055,0.000360055,0.000360055
124,1735.35,1.79937,1.4405,0.89109,0.70602,0.65769,0.67005,0.24209,2.18068,1.66782,0.98214,0.000355555,0.000355555,0.000355555
125,1748.67,1.69404,1.36147,0.89406,0.70602,0.65769,0.67005,0.24209,2.18068,1.66782,0.98214,0.000351056,0.000351056,0.000351056
126,1761.91,1.74076,1.47448,0.90855,0.67801,0.69592,0.66168,0.25542,2.16937,1.65588,0.99037,0.000346556,0.000346556,0.000346556
127,1775.21,1.69306,1.30695,0.90967,0.63128,0.66117,0.62025,0.25615,2.1132,1.64416,0.99961,0.000342057,0.000342057,0.000342057
128,1788.55,1.69101,1.32642,0.89227,0.64627,0.6226,0.58779,0.24974,2.10192,1.65091,1.00138,0.000337557,0.000337557,0.000337557
129,1801.91,1.72351,1.29035,0.90379,0.64627,0.6226,0.58779,0.24974,2.10192,1.65091,1.00138,0.000333058,0.000333058,0.000333058
130,1815.22,1.80947,1.37944,0.90562,0.72884,0.62071,0.63142,0.25149,2.11614,1.64854,0.99619,0.000328558,0.000328558,0.000328558
131,1828.66,1.68775,1.31136,0.91163,0.69856,0.58791,0.60999,0.25294,2.1106,1.66655,0.99492,0.000324058,0.000324058,0.000324058
132,1842,1.5335,1.26635,0.9002,0.66002,0.66207,0.62037,0.25002,2.07896,1.65766,1.002,0.000319559,0.000319559,0.000319559
133,1855.36,1.59217,1.23822,0.88551,0.66002,0.66207,0.62037,0.25002,2.07896,1.65766,1.002,0.000315059,0.000315059,0.000315059
134,1868.56,1.60741,1.3116,0.92283,0.67811,0.66393,0.63009,0.25755,2.06834,1.66077,1.00158,0.00031056,0.00031056,0.00031056
135,1881.76,1.67969,1.28155,0.90518,0.68014,0.65428,0.62983,0.25648,2.08134,1.67931,0.99595,0.00030606,0.00030606,0.00030606
136,1895.07,1.59036,1.22843,0.89034,0.69159,0.65465,0.64123,0.25522,2.08175,1.66999,0.99164,0.000301561,0.000301561,0.000301561
137,1908.38,1.58887,1.30051,0.88612,0.69159,0.65465,0.64123,0.25522,2.08175,1.66999,0.99164,0.000297061,0.000297061,0.000297061
138,1921.72,1.81805,1.48495,0.94603,0.64077,0.60514,0.62668,0.24571,2.08326,1.68228,0.98619,0.000292562,0.000292562,0.000292562
139,1934.98,1.7591,1.50386,0.92211,0.61607,0.62254,0.63812,0.23962,2.17148,1.74701,0.99178,0.000288062,0.000288062,0.000288062
140,1948.21,1.65128,1.37012,0.88133,0.61687,0.63636,0.65912,0.24039,2.19753,1.74681,0.99248,0.000283563,0.000283563,0.000283563
141,1962.61,1.7461,1.36331,0.89286,0.61687,0.63636,0.65912,0.24039,2.19753,1.74681,0.99248,0.000279063,0.000279063,0.000279063
142,1976.34,1.7302,1.35243,0.88648,0.67808,0.65458,0.68813,0.25386,2.15151,1.70268,0.98921,0.000274563,0.000274563,0.000274563
143,1989.82,1.87102,1.45403,0.93499,0.68655,0.66093,0.6619,0.26273,2.09012,1.62752,0.98675,0.000270064,0.000270064,0.000270064
144,2003.14,1.65084,1.3404,0.90876,0.63993,0.65429,0.64824,0.26007,2.07201,1.60505,0.98588,0.000265564,0.000265564,0.000265564
145,2016.83,1.66299,1.33648,0.91123,0.63993,0.65429,0.64824,0.26007,2.07201,1.60505,0.98588,0.000261065,0.000261065,0.000261065
146,2030.31,1.63333,1.26009,0.90952,0.61218,0.66605,0.64683,0.25812,2.07684,1.62378,0.98682,0.000256565,0.000256565,0.000256565
147,2043.67,1.69314,1.28366,0.89538,0.68061,0.63945,0.66518,0.24659,2.13835,1.68536,0.98775,0.000252066,0.000252066,0.000252066
148,2057.04,1.7646,1.30665,0.90643,0.67811,0.65307,0.65648,0.22835,2.21581,1.7252,0.99416,0.000247566,0.000247566,0.000247566
149,2070.41,1.68991,1.26644,0.87976,0.67811,0.65307,0.65648,0.22835,2.21581,1.7252,0.99416,0.000243067,0.000243067,0.000243067
150,2083.76,1.74212,1.28648,0.92227,0.66166,0.61078,0.63328,0.22714,2.27881,1.74479,0.99944,0.000238567,0.000238567,0.000238567
151,2097.09,1.67441,1.24683,0.89122,0.67069,0.64192,0.67668,0.24319,2.24216,1.70978,0.9971,0.000234068,0.000234068,0.000234068
152,2110.47,1.73302,1.24201,0.91205,0.71004,0.65485,0.68456,0.26522,2.18429,1.6016,0.99312,0.000229568,0.000229568,0.000229568
153,2124.07,1.66974,1.19334,0.88631,0.71004,0.65485,0.68456,0.26522,2.18429,1.6016,0.99312,0.000225068,0.000225068,0.000225068
154,2137.68,1.7115,1.23282,0.88329,0.74449,0.68247,0.69745,0.26989,2.16933,1.57525,0.99199,0.000220569,0.000220569,0.000220569
155,2151.1,1.72049,1.33204,0.88485,0.74668,0.69395,0.69266,0.26337,2.1584,1.57624,0.99241,0.000216069,0.000216069,0.000216069
156,2164.68,1.60709,1.18539,0.90284,0.7443,0.66142,0.6828,0.26177,2.12073,1.55576,0.98831,0.00021157,0.00021157,0.00021157
157,2178.04,1.68229,1.27001,0.87643,0.7443,0.66142,0.6828,0.26177,2.12073,1.55576,0.98831,0.00020707,0.00020707,0.00020707
158,2191.36,1.55941,1.22979,0.90152,0.73887,0.65401,0.68661,0.26637,2.10267,1.55959,0.98543,0.000202571,0.000202571,0.000202571
159,2204.66,1.62884,1.19257,0.88029,0.7302,0.65145,0.68096,0.26169,2.09265,1.58408,0.98682,0.000198071,0.000198071,0.000198071
160,2218,1.6546,1.31267,0.90979,0.68627,0.6996,0.69766,0.26255,2.08323,1.58354,0.98856,0.000193572,0.000193572,0.000193572
161,2231.66,1.66167,1.21153,0.89397,0.68627,0.6996,0.69766,0.26255,2.08323,1.58354,0.98856,0.000189072,0.000189072,0.000189072
162,2245.1,1.64372,1.38593,0.90859,0.71194,0.70686,0.68172,0.26067,2.07683,1.56559,0.98945,0.000184572,0.000184572,0.000184572
163,2258.66,1.73818,1.34806,0.91473,0.67035,0.69932,0.68366,0.26337,2.08727,1.57491,0.98645,0.000180073,0.000180073,0.000180073
164,2273.11,1.53766,1.15419,0.88266,0.68764,0.71238,0.67379,0.25916,2.10236,1.58474,0.98313,0.000175573,0.000175573,0.000175573
165,2287.39,1.58479,1.20678,0.91518,0.68764,0.71238,0.67379,0.25916,2.10236,1.58474,0.98313,0.000171074,0.000171074,0.000171074
166,2300.82,1.5114,1.26772,0.89319,0.70787,0.71989,0.70158,0.26669,2.12449,1.58358,0.98245,0.000166574,0.000166574,0.000166574
167,2314.15,1.53783,1.18825,0.87584,0.73474,0.70458,0.71087,0.26745,2.146,1.56623,0.98511,0.000162075,0.000162075,0.000162075
168,2327.57,1.64421,1.26413,0.90777,0.69427,0.72488,0.70547,0.25939,2.15867,1.57254,0.98836,0.000157575,0.000157575,0.000157575
169,2341.26,1.58111,1.14655,0.87778,0.69427,0.72488,0.70547,0.25939,2.15867,1.57254,0.98836,0.000153076,0.000153076,0.000153076
170,2355.29,1.77138,1.30333,0.94564,0.69271,0.74265,0.69613,0.26758,2.17165,1.58885,0.99152,0.000148576,0.000148576,0.000148576
171,2369.34,1.62005,1.2459,0.88657,0.72024,0.69862,0.68503,0.25566,2.18147,1.59,0.99213,0.000144077,0.000144077,0.000144077
172,2383.41,1.64746,1.26281,0.88353,0.72757,0.68046,0.68546,0.26382,2.17777,1.58674,0.99293,0.000139577,0.000139577,0.000139577
173,2397.29,1.54585,1.09923,0.88626,0.72757,0.68046,0.68546,0.26382,2.17777,1.58674,0.99293,0.000135077,0.000135077,0.000135077
174,2411.15,1.55858,1.151,0.87932,0.73685,0.66583,0.682,0.25862,2.18083,1.57545,0.99399,0.000130578,0.000130578,0.000130578
175,2425.3,1.59026,1.17588,0.87687,0.76911,0.66286,0.70616,0.26288,2.17415,1.561,0.99301,0.000126078,0.000126078,0.000126078
176,2439.86,1.73416,1.20584,0.91344,0.80098,0.68376,0.72431,0.26513,2.15923,1.54996,0.99048,0.000121579,0.000121579,0.000121579
177,2455.32,1.66108,1.17356,0.91584,0.80098,0.68376,0.72431,0.26513,2.15923,1.54996,0.99048,0.000117079,0.000117079,0.000117079
178,2469.88,1.52042,1.16893,0.89356,0.8022,0.68787,0.72623,0.27193,2.13187,1.51373,0.98839,0.00011258,0.00011258,0.00011258
179,2483.69,1.44461,1.06235,0.88362,0.71353,0.7334,0.70029,0.27142,2.11147,1.48449,0.98843,0.00010808,0.00010808,0.00010808
180,2497.83,1.49512,1.13761,0.88776,0.74065,0.69718,0.6809,0.27052,2.1117,1.48372,0.99174,0.000103581,0.000103581,0.000103581
181,2512.68,1.65535,1.18491,0.90803,0.74065,0.69718,0.6809,0.27052,2.1117,1.48372,0.99174,9.9081e-05,9.9081e-05,9.9081e-05
182,2528.04,1.56904,1.10488,0.88444,0.73972,0.69697,0.68185,0.27359,2.11869,1.48618,0.99392,9.45814e-05,9.45814e-05,9.45814e-05
183,2542.62,1.5882,1.18824,0.87537,0.70421,0.71861,0.68195,0.26783,2.13365,1.50407,0.99583,9.00819e-05,9.00819e-05,9.00819e-05
184,2557.11,1.47486,1.08738,0.87723,0.76179,0.71209,0.71779,0.27035,2.16135,1.52248,0.998,8.55823e-05,8.55823e-05,8.55823e-05
185,2570.62,1.55988,1.18485,0.91379,0.76179,0.71209,0.71779,0.27035,2.16135,1.52248,0.998,8.10828e-05,8.10828e-05,8.10828e-05
186,2584.93,1.63485,1.19113,0.89057,0.77413,0.71536,0.72273,0.27162,2.18098,1.5288,0.99973,7.65832e-05,7.65832e-05,7.65832e-05
