epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,372.878,2.44697,2.99792,0.99293,0.01262,0.37662,0.17699,0.06806,2.4159,4.44261,0.98028,0.000512836,0.000512836,0.000512836
26,387.87,2.4397,2.87013,1.00365,0.01477,0.42857,0.23805,0.07175,2.31925,4.25806,0.98798,0.000526697,0.000526697,0.000526697
27,401.663,2.24048,2.70967,0.98987,0.01419,0.37662,0.19662,0.06939,2.25287,4.09963,0.99736,0.000540019,0.000540019,0.000540019
28,415.522,2.35321,2.71116,1.0078,0.01592,0.4026,0.21676,0.07473,2.22735,4.02047,0.99433,0.0005528,0.0005528,0.0005528
29,429.383,2.49589,2.7939,1.01598,0.01592,0.4026,0.21676,0.07473,2.22735,4.02047,0.99433,0.000565042,0.000565042,0.000565042
30,443.438,2.2602,2.47783,0.97725,0.0173,0.38961,0.19443,0.08016,2.22018,3.93923,0.99824,0.000576743,0.000576743,0.000576743
31,457.176,2.30881,2.61132,1.02031,0.0208,0.45455,0.20789,0.08567,2.25753,3.86539,0.99897,0.000587905,0.000587905,0.000587905
32,470.868,2.34173,2.66299,1.06246,0.02401,0.49351,0.23941,0.0821,2.24383,3.67337,1.02257,0.000598527,0.000598527,0.000598527
33,484.77,2.35274,2.53133,1.01055,0.02401,0.49351,0.23941,0.0821,2.24383,3.67337,1.02257,0.000608608,0.000608608,0.000608608
34,498.688,2.38378,2.36698,0.98504,0.02404,0.51948,0.2488,0.08863,2.30429,3.60866,1.04222,0.00061203,0.00061203,0.00061203
35,512.83,2.34074,2.38731,0.99214,0.0241,0.57143,0.25213,0.0984,2.27696,3.5604,1.03068,0.000603031,0.000603031,0.000603031
36,526.608,2.16482,2.36688,0.98316,0.02673,0.63636,0.30097,0.10885,2.22565,3.53305,1.01164,0.000594031,0.000594031,0.000594031
37,540.39,2.32071,2.57171,1.01056,0.02673,0.63636,0.30097,0.10885,2.22565,3.53305,1.01164,0.000585032,0.000585032,0.000585032
38,554.186,2.23245,2.57403,0.99956,0.42613,0.39971,0.35794,0.13059,2.19978,3.40264,1.00731,0.000576033,0.000576033,0.000576033
39,568.275,2.27434,2.43284,0.9655,0.69132,0.21214,0.34498,0.13763,2.19453,3.27148,1.00207,0.000567034,0.000567034,0.000567034
40,582.31,2.2305,2.45394,0.98057,0.73711,0.23257,0.35135,0.1427,2.15527,3.15255,0.98938,0.000558035,0.000558035,0.000558035
41,596.327,2.1782,2.19394,0.97109,0.73711,0.23257,0.35135,0.1427,2.15527,3.15255,0.98938,0.000549036,0.000549036,0.000549036
42,610.079,2.15341,2.30002,0.94099,0.74041,0.25648,0.37722,0.16027,2.17593,3.12187,0.9835,0.000540037,0.000540037,0.000540037
43,623.833,2.06813,2.08372,0.94301,0.73923,0.27541,0.38643,0.147,2.26909,3.04881,0.99114,0.000531038,0.000531038,0.000531038
44,637.687,2.08782,2.14281,0.95298,0.72109,0.28907,0.35384,0.13552,2.24205,2.9144,0.99791,0.000522039,0.000522039,0.000522039
45,652.17,2.09713,2.13002,0.94028,0.72109,0.28907,0.35384,0.13552,2.24205,2.9144,0.99791,0.00051304,0.00051304,0.00051304
46,666.103,2.09307,2.09408,0.94448,0.67367,0.28425,0.30675,0.12147,2.30747,2.95548,1.00093,0.00050404,0.00050404,0.00050404
47,680.2,2.21159,2.22782,1.02842,0.59425,0.30624,0.35275,0.13043,2.30358,2.87569,0.99632,0.000495041,0.000495041,0.000495041
48,694.359,2.09899,1.93288,0.94939,0.59468,0.38987,0.42245,0.15701,2.22334,2.6669,0.9828,0.000486042,0.000486042,0.000486042
49,708.372,2.09814,2.09741,0.97554,0.59468,0.38987,0.42245,0.15701,2.22334,2.6669,0.9828,0.000477043,0.000477043,0.000477043
50,722.257,2.10791,2.01354,0.97671,0.49472,0.44274,0.42484,0.16917,2.21332,2.5478,0.98076,0.000468044,0.000468044,0.000468044
51,736.327,2.11457,2.07448,0.96546,0.47577,0.46113,0.41752,0.15991,2.25636,2.55164,0.98267,0.000459045,0.000459045,0.000459045
52,750.292,2.08891,2.07419,0.96206,0.42492,0.41639,0.39821,0.13661,2.34922,2.6926,0.98989,0.000450046,0.000450046,0.000450046
53,764.182,2.03626,1.90029,0.95389,0.42492,0.41639,0.39821,0.13661,2.34922,2.6926,0.98989,0.000441047,0.000441047,0.000441047
54,778.277,2.04302,1.97456,0.93709,0.46693,0.39164,0.35797,0.11857,2.39458,2.7709,0.99582,0.000432048,0.000432048,0.000432048
55,793.228,1.99808,1.92864,0.92107,0.4717,0.44931,0.36218,0.13637,2.32172,2.66414,0.99444,0.000423049,0.000423049,0.000423049
56,807.049,1.97912,1.88419,0.93439,0.54598,0.52724,0.474,0.17463,2.21177,2.4506,0.9866,0.000414049,0.000414049,0.000414049
57,820.912,2.08297,1.95602,0.98598,0.54598,0.52724,0.474,0.17463,2.21177,2.4506,0.9866,0.00040505,0.00040505,0.00040505
58,834.796,2.00858,1.83756,0.95101,0.55377,0.55844,0.5695,0.21317,2.14613,2.23636,0.98637,0.000396051,0.000396051,0.000396051
59,848.995,2.31034,2.05857,0.98596,0.54038,0.53772,0.53715,0.20642,2.1534,2.18424,0.99022,0.000387052,0.000387052,0.000387052
60,862.727,1.99396,1.84508,0.96779,0.61275,0.57578,0.56116,0.19999,2.176,2.2222,0.98627,0.000378053,0.000378053,0.000378053
61,876.462,1.98117,1.73869,0.93961,0.61275,0.57578,0.56116,0.19999,2.176,2.2222,0.98627,0.000369054,0.000369054,0.000369054
62,890.175,2.01744,1.83919,0.93606,0.58078,0.55303,0.53597,0.20364,2.15477,2.243,0.97729,0.000360055,0.000360055,0.000360055
63,903.969,2.07837,1.99194,0.94968,0.48717,0.49366,0.4733,0.17238,2.20555,2.32535,0.98029,0.000351056,0.000351056,0.000351056
64,918.283,2.00021,1.92314,0.95125,0.43793,0.49766,0.44811,0.15682,2.18234,2.30202,0.97613,0.000342057,0.000342057,0.000342057
65,932.037,1.99456,2.01434,0.94051,0.43793,0.49766,0.44811,0.15682,2.18234,2.30202,0.97613,0.000333058,0.000333058,0.000333058
66,946.57,2.10914,2.1343,0.9715,0.49128,0.53676,0.4784,0.1734,2.13795,2.25602,0.96924,0.000324058,0.000324058,0.000324058
67,960.797,2.109,1.92341,0.91184,0.5085,0.54703,0.49085,0.1878,2.11492,2.15916,0.97517,0.000315059,0.000315059,0.000315059
68,976.122,1.99132,1.86868,0.96821,0.59051,0.57869,0.5248,0.19313,2.08877,2.03537,1.0048,0.00030606,0.00030606,0.00030606
69,990.142,2.20783,1.91518,0.99514,0.59051,0.57869,0.5248,0.19313,2.08877,2.03537,1.0048,0.000297061,0.000297061,0.000297061
70,1003.95,2.02301,1.91585,0.98731,0.62939,0.58315,0.55315,0.1999,2.1017,2.00932,1.00951,0.000288062,0.000288062,0.000288062
71,1018.15,2.1408,1.89012,0.9473,0.61583,0.56825,0.53039,0.20146,2.09181,1.99158,0.98947,0.000279063,0.000279063,0.000279063
72,1032.02,1.96316,1.80656,0.94166,0.57517,0.57746,0.53607,0.19305,2.12176,2.06218,0.96981,0.000270064,0.000270064,0.000270064
73,1046.33,1.94833,1.76572,0.95021,0.57517,0.57746,0.53607,0.19305,2.12176,2.06218,0.96981,0.000261065,0.000261065,0.000261065
74,1060.19,1.99168,2.00034,0.96057,0.5255,0.59227,0.4828,0.16933,2.21007,2.17202,0.98045,0.000252066,0.000252066,0.000252066
75,1074.31,1.9895,1.88527,0.94202,0.51248,0.60293,0.50493,0.17307,2.19664,2.16801,0.97776,0.000243067,0.000243067,0.000243067
76,1088.24,1.9285,1.98023,0.93465,0.46154,0.60781,0.52667,0.19143,2.13675,2.10894,0.96985,0.000234068,0.000234068,0.000234068
77,1102.12,1.91318,1.75755,0.92383,0.46154,0.60781,0.52667,0.19143,2.13675,2.10894,0.96985,0.000225068,0.000225068,0.000225068
78,1117.01,2.01719,1.82533,0.92771,0.56567,0.5974,0.59871,0.21866,2.06986,2.03123,0.96844,0.000216069,0.000216069,0.000216069
79,1132.03,1.84241,1.74026,0.94785,0.58675,0.62715,0.60285,0.22646,2.07014,2.03632,0.96935,0.00020707,0.00020707,0.00020707
80,1147.55,1.84707,1.68838,0.93669,0.60152,0.63801,0.60593,0.23561,2.05174,1.98432,0.97009,0.000198071,0.000198071,0.000198071
81,1162.38,1.98615,1.79503,0.95258,0.60152,0.63801,0.60593,0.23561,2.05174,1.98432,0.97009,0.000189072,0.000189072,0.000189072
82,1176.51,1.84226,1.678,0.93281,0.6167,0.62467,0.59406,0.23139,2.06113,1.95308,0.97235,0.000180073,0.000180073,0.000180073
83,1190.44,1.82115,1.68497,0.93841,0.63019,0.62404,0.62201,0.22988,2.09337,1.96826,0.97637,0.000171074,0.000171074,0.000171074
84,1203.92,1.87969,1.61435,0.90694,0.61426,0.59445,0.60529,0.21994,2.12948,1.99959,0.97738,0.000162075,0.000162075,0.000162075
85,1217.57,1.90609,1.65198,0.91854,0.61426,0.59445,0.60529,0.21994,2.12948,1.99959,0.97738,0.000153076,0.000153076,0.000153076
86,1231.33,1.84313,1.68404,0.9582,0.57722,0.62533,0.60137,0.21757,2.14259,1.99646,0.97633,0.000144077,0.000144077,0.000144077
87,1245.44,1.89724,1.70804,0.92631,0.56739,0.60197,0.60012,0.21413,2.13432,1.96309,0.97415,0.000135077,0.000135077,0.000135077
88,1259.31,1.85546,1.66922,0.88945,0.55277,0.63378,0.60183,0.22642,2.08404,1.8928,0.96961,0.000126078,0.000126078,0.000126078
89,1273.24,1.80016,1.49904,0.9175,0.55277,0.63378,0.60183,0.22642,2.08404,1.8928,0.96961,0.000117079,0.000117079,0.000117079
90,1287.17,1.85297,1.66801,0.90977,0.54626,0.62128,0.60408,0.23301,2.05944,1.86147,0.96788,0.00010808,0.00010808,0.00010808
91,1300.47,1.87725,1.68492,0.9513,0.68308,0.55291,0.61569,0.24201,2.03666,1.83581,0.96852,9.9081e-05,9.9081e-05,9.9081e-05
92,1313.87,1.85519,1.64847,0.94677,0.74843,0.60678,0.64469,0.25977,2.03062,1.80929,0.97316,9.00819e-05,9.00819e-05,9.00819e-05
93,1327.81,1.76346,1.60131,0.94736,0.74843,0.60678,0.64469,0.25977,2.03062,1.80929,0.97316,8.10828e-05,8.10828e-05,8.10828e-05
94,1341.96,1.77556,1.60107,0.93492,0.75843,0.62852,0.6427,0.25206,2.04509,1.79809,0.98085,7.20837e-05,7.20837e-05,7.20837e-05
95,1356.01,1.70809,1.59147,0.92759,0.73313,0.62932,0.63672,0.25334,2.04963,1.79712,0.98518,6.30846e-05,6.30846e-05,6.30846e-05
96,1369.23,1.75641,1.5851,0.95719,0.73357,0.6228,0.63641,0.25207,2.05063,1.79596,0.98591,5.40855e-05,5.40855e-05,5.40855e-05
97,1382.82,1.92878,1.71652,0.95356,0.73357,0.6228,0.63641,0.25207,2.05063,1.79596,0.98591,4.50864e-05,4.50864e-05,4.50864e-05
98,1396.27,1.77549,1.54079,0.94982,0.74865,0.63157,0.65348,0.25524,2.05109,1.80794,0.9842,3.60873e-05,3.60873e-05,3.60873e-05
99,1409.55,2.01861,1.81328,0.9727,0.75399,0.62338,0.66593,0.25171,2.0467,1.8168,0.98061,2.70882e-05,2.70882e-05,2.70882e-05
100,1422.79,1.87698,1.61438,0.95374,0.75824,0.62134,0.663,0.25223,2.04956,1.82651,0.97863,1.80891e-05,1.80891e-05,1.80891e-05
