epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,596.538,1.50161,3.36221,1.62655,1.74444,0.72566,0.80952,0.74502,0.47588,0.66072,0.64968,0.52735,0.25316,1.29346,4.54844,1.58993,1.8682,0.0013268,0.0013268,0.0013268
19,630.683,1.25168,3.16201,1.42749,1.52973,0.72566,0.80952,0.74502,0.47588,0.66072,0.64968,0.52735,0.25316,1.29346,4.54844,1.58993,1.8682,0.0012872,0.0012872,0.0012872
20,656.685,1.30668,3.25607,1.37382,1.534,0.68673,0.80952,0.77337,0.37575,0.4776,0.52381,0.39147,0.1216,1.42374,5.35704,2.34709,1.97554,0.0012476,0.0012476,0.0012476
21,689.846,1.35018,2.95787,1.53966,1.57221,0.68673,0.80952,0.77337,0.37575,0.4776,0.52381,0.39147,0.1216,1.42374,5.35704,2.34709,1.97554,0.001208,0.001208,0.001208
22,725.639,1.38003,3.67652,1.45149,1.58517,0.87092,0.57143,0.72347,0.37501,0.88187,0.57143,0.58308,0.27009,1.52514,5.03452,2.59816,1.88769,0.0011684,0.0011684,0.0011684
23,751.473,1.22072,3.01878,1.34275,1.46718,0.87092,0.57143,0.72347,0.37501,0.88187,0.57143,0.58308,0.27009,1.52514,5.03452,2.59816,1.88769,0.0011288,0.0011288,0.0011288
24,779.26,1.2006,2.75956,1.29597,1.49459,0.77763,0.66667,0.75431,0.48572,0.71622,0.57143,0.57267,0.29878,1.32561,4.46772,2.02239,1.77427,0.0010892,0.0010892,0.0010892
25,802.5,1.37372,3.16216,1.41314,1.56121,0.77763,0.66667,0.75431,0.48572,0.71622,0.57143,0.57267,0.29878,1.32561,4.46772,2.02239,1.77427,0.0010496,0.0010496,0.0010496
26,842.541,1.14803,2.79695,1.24949,1.45508,0.73361,0.80952,0.77331,0.52631,0.76643,0.66667,0.69187,0.33852,1.23562,4.06373,1.85295,1.77808,0.00101,0.00101,0.00101
27,867.635,1.2788,3.37261,1.37157,1.54518,0.73361,0.80952,0.77331,0.52631,0.76643,0.66667,0.69187,0.33852,1.23562,4.06373,1.85295,1.77808,0.0009704,0.0009704,0.0009704
28,901.403,1.25663,2.89354,1.30841,1.53818,0.73361,0.80952,0.77331,0.52631,0.76643,0.66667,0.69187,0.33852,1.23562,4.06373,1.85295,1.77808,0.0009308,0.0009308,0.0009308
29,936.006,1.21322,2.77884,1.23129,1.43701,0.76995,0.66667,0.7542,0.49571,0.62678,0.56025,0.58326,0.30903,1.19328,4.07908,1.89349,1.76253,0.0008912,0.0008912,0.0008912
30,974.735,1.19445,2.86421,1.28674,1.47955,0.76995,0.66667,0.7542,0.49571,0.62678,0.56025,0.58326,0.30903,1.19328,4.07908,1.89349,1.76253,0.0008516,0.0008516,0.0008516
31,1002.95,1.09952,2.97976,1.25282,1.45242,0.74794,0.7619,0.7752,0.53085,0.91895,0.57143,0.63268,0.34571,1.17282,3.88072,1.52882,1.70873,0.000812,0.000812,0.000812
32,1038.04,1.10343,2.85154,1.23304,1.39214,0.74794,0.7619,0.7752,0.53085,0.91895,0.57143,0.63268,0.34571,1.17282,3.88072,1.52882,1.70873,0.0007724,0.0007724,0.0007724
33,1071.21,1.25452,2.957,1.24167,1.52528,0.8677,0.7619,0.78805,0.59904,0.92282,0.56955,0.61274,0.3637,1.09433,3.73231,1.42915,1.57332,0.0007328,0.0007328,0.0007328
34,1105.69,1.10586,2.54023,1.12873,1.35101,0.8677,0.7619,0.78805,0.59904,0.92282,0.56955,0.61274,0.3637,1.09433,3.73231,1.42915,1.57332,0.0006932,0.0006932,0.0006932
35,1134.88,1.247,2.90896,1.18005,1.53501,0.8677,0.7619,0.78805,0.59904,0.92282,0.56955,0.61274,0.3637,1.09433,3.73231,1.42915,1.57332,0.0006536,0.0006536,0.0006536
36,1170.44,1.13169,2.72207,1.25512,1.45658,0.80711,0.79747,0.76066,0.55401,0.91176,0.61905,0.63436,0.35648,1.23171,3.70493,1.50598,1.69609,0.000614,0.000614,0.000614
37,1196.2,1.05696,2.65623,1.12966,1.37507,0.80711,0.79747,0.76066,0.55401,0.91176,0.61905,0.63436,0.35648,1.23171,3.70493,1.50598,1.69609,0.0005744,0.0005744,0.0005744
38,1227.41,1.12585,2.64795,1.14541,1.45219,0.7332,0.80952,0.75135,0.56669,0.87486,0.61905,0.63274,0.35104,1.21082,3.67329,1.42916,1.65236,0.0005348,0.0005348,0.0005348
39,1251.83,1.05674,2.44989,1.13861,1.32603,0.7332,0.80952,0.75135,0.56669,0.87486,0.61905,0.63274,0.35104,1.21082,3.67329,1.42916,1.65236,0.0004952,0.0004952,0.0004952
40,1282.31,1.1315,2.79175,1.19255,1.44427,0.82158,0.80952,0.78292,0.60438,0.85565,0.61905,0.62934,0.35345,1.11241,3.64899,1.30158,1.59544,0.0004556,0.0004556,0.0004556
41,1312.87,1.02866,2.48555,1.38502,1.59457,0.82158,0.80952,0.78292,0.60438,0.85565,0.61905,0.62934,0.35345,1.11241,3.64899,1.30158,1.59544,0.000416,0.000416,0.000416
42,1334.47,0.98161,2.49454,1.43625,1.50484,0.83957,0.80952,0.78934,0.61035,0.87458,0.66667,0.68008,0.3434,1.05546,3.64812,1.35106,1.55782,0.0003764,0.0003764,0.0003764
43,1364.1,0.77037,2.23211,1.02445,1.35538,0.83957,0.80952,0.78934,0.61035,0.87458,0.66667,0.68008,0.3434,1.05546,3.64812,1.35106,1.55782,0.0003368,0.0003368,0.0003368
44,1390.26,0.74733,2.12804,0.98907,1.29181,0.83957,0.80952,0.78934,0.61035,0.87458,0.66667,0.68008,0.3434,1.05546,3.64812,1.35106,1.55782,0.0002972,0.0002972,0.0002972
45,1411.83,0.6971,2.18992,0.98295,1.15155,0.83858,0.80952,0.80268,0.5959,0.86598,0.66667,0.65109,0.35425,1.12708,3.59072,1.46425,1.60749,0.0002576,0.0002576,0.0002576
46,1437.05,0.80641,2.18811,1.13023,1.15409,0.83858,0.80952,0.80268,0.5959,0.86598,0.66667,0.65109,0.35425,1.12708,3.59072,1.46425,1.60749,0.000218,0.000218,0.000218
47,1463.98,0.96096,2.37698,1.14464,1.42669,0.84829,0.79924,0.79118,0.59746,0.80663,0.66667,0.64612,0.3557,1.11086,3.51899,1.47027,1.59854,0.0001784,0.0001784,0.0001784
48,1487.51,0.84362,2.43415,1.25542,1.38588,0.84829,0.79924,0.79118,0.59746,0.80663,0.66667,0.64612,0.3557,1.11086,3.51899,1.47027,1.59854,0.0001388,0.0001388,0.0001388
49,1511.31,0.9264,2.40512,1.14665,1.42443,0.79044,0.80952,0.78685,0.59636,0.81225,0.66667,0.64213,0.3762,1.02272,3.40708,1.41199,1.54979,9.92e-05,9.92e-05,9.92e-05
50,1536.23,0.70472,2.0668,1.01794,1.17198,0.79044,0.80952,0.78685,0.59636,0.81225,0.66667,0.64213,0.3762,1.02272,3.40708,1.41199,1.54979,5.96e-05,5.96e-05,5.96e-05
