epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
28,710.176,2.05517,1.64105,0.93988,0.57208,0.59457,0.58028,0.23947,1.99733,1.92302,0.97069,0.000787512,0.000787512,0.000787512
29,732.668,1.93239,1.71223,0.96119,0.51376,0.59365,0.57895,0.23542,2.07222,1.98641,0.98248,0.000783013,0.000783013,0.000783013
30,756.728,1.94045,1.56698,0.9465,0.56777,0.58332,0.60829,0.25364,2.00509,1.87519,0.97241,0.000778513,0.000778513,0.000778513
31,780.766,1.93432,1.5564,0.93997,0.65156,0.61899,0.62155,0.24087,1.99308,1.81842,0.97516,0.000774013,0.000774013,0.000774013
32,805.063,1.93319,1.62833,0.9641,0.65195,0.60938,0.61419,0.23875,1.99424,1.7495,0.97867,0.000769514,0.000769514,0.000769514
33,829.756,1.88339,1.44623,0.91756,0.66168,0.62164,0.62126,0.23364,2.06832,1.81698,0.98052,0.000765014,0.000765014,0.000765014
34,856.535,1.85732,1.55024,0.92628,0.67324,0.60934,0.63599,0.23872,2.06354,1.82444,0.982,0.000760515,0.000760515,0.000760515
35,882.05,1.8924,1.53192,0.95192,0.69517,0.59043,0.63475,0.24627,1.97263,1.71749,0.97913,0.000756015,0.000756015,0.000756015
36,905.515,2.21815,1.78988,0.99394,0.60955,0.58146,0.60959,0.23016,2.02063,1.75706,0.98109,0.000751516,0.000751516,0.000751516
37,929.92,1.94471,1.57885,0.96583,0.5702,0.53275,0.5516,0.20911,2.0734,1.90393,0.97562,0.000747016,0.000747016,0.000747016
38,954.738,1.87585,1.57485,0.9258,0.51306,0.52306,0.48855,0.17349,2.17447,1.9928,0.97903,0.000742517,0.000742517,0.000742517
39,980.146,1.87857,1.63696,0.95639,0.4817,0.60619,0.52011,0.18338,2.16631,1.88833,0.98225,0.000738017,0.000738017,0.000738017
40,1005.27,1.8641,1.49456,0.94143,0.63149,0.60175,0.59132,0.22985,2.01375,1.74084,0.98427,0.000733518,0.000733518,0.000733518
41,1030.1,1.96104,1.55154,0.99715,0.63706,0.61115,0.60076,0.25078,2.00393,1.72443,0.98082,0.000729018,0.000729018,0.000729018
42,1053.97,1.898,1.48177,0.95285,0.63037,0.63543,0.60274,0.25097,1.95223,1.70095,0.96898,0.000724518,0.000724518,0.000724518
43,1076.66,1.93445,1.5019,0.94843,0.52781,0.65263,0.56916,0.21696,2.02743,1.82742,0.96841,0.000720019,0.000720019,0.000720019
44,1100.79,1.86987,1.60329,0.96085,0.67568,0.67236,0.67862,0.27064,1.92284,1.64821,0.96457,0.000715519,0.000715519,0.000715519
45,1126.63,2.00953,1.52111,0.96696,0.71975,0.63644,0.67039,0.29271,1.90408,1.52878,0.97937,0.00071102,0.00071102,0.00071102
46,1152.66,1.92214,1.5085,0.97853,0.6569,0.65638,0.61988,0.26083,1.96326,1.58353,0.99718,0.00070652,0.00070652,0.00070652
47,1176.51,2.00988,1.48887,0.98664,0.65875,0.60493,0.59005,0.24326,1.97197,1.63212,1.00357,0.000702021,0.000702021,0.000702021
48,1199.86,1.83548,1.49403,0.96517,0.62215,0.61542,0.59779,0.23664,1.98087,1.6903,0.97792,0.000697521,0.000697521,0.000697521
49,1223.7,1.87476,1.49975,0.95913,0.66553,0.64181,0.63378,0.25107,1.9701,1.66804,0.97979,0.000693022,0.000693022,0.000693022
50,1247.05,1.84148,1.5119,0.94141,0.69555,0.65332,0.65857,0.26617,1.92044,1.57123,0.97666,0.000688522,0.000688522,0.000688522
51,1270.47,1.82742,1.43518,0.95711,0.6886,0.69102,0.68682,0.28192,1.88998,1.51059,0.96734,0.000684022,0.000684022,0.000684022
52,1296.9,1.81626,1.39951,0.93369,0.61707,0.66466,0.63915,0.24268,1.99739,1.59076,0.96453,0.000679523,0.000679523,0.000679523
53,1323.81,1.85966,1.47399,0.93742,0.61651,0.65128,0.61179,0.23977,2.00732,1.62002,0.96593,0.000675023,0.000675023,0.000675023
54,1349.01,1.83613,1.41016,0.94604,0.64054,0.69721,0.62693,0.25232,1.96466,1.60395,0.96527,0.000670524,0.000670524,0.000670524
55,1371.45,1.84393,1.41082,0.961,0.68458,0.7183,0.6696,0.27808,1.91744,1.54533,0.96745,0.000666024,0.000666024,0.000666024
56,1394.48,1.88529,1.31938,0.95295,0.70879,0.69382,0.68164,0.2892,1.93059,1.46848,0.9723,0.000661525,0.000661525,0.000661525
57,1421.87,1.78201,1.30963,0.93924,0.70556,0.68193,0.66363,0.27301,1.99126,1.54077,0.97447,0.000657025,0.000657025,0.000657025
58,1445.57,1.73812,1.37703,0.93378,0.70867,0.67175,0.66901,0.26063,1.98007,1.6004,0.97005,0.000652526,0.000652526,0.000652526
59,1470.15,1.87687,1.43484,0.95224,0.72467,0.67402,0.68131,0.2645,1.97083,1.58127,0.97142,0.000648026,0.000648026,0.000648026
60,1495.59,1.84749,1.38989,0.9546,0.71806,0.70401,0.70088,0.29101,1.95242,1.51793,0.98781,0.000643527,0.000643527,0.000643527
61,1519.31,1.86096,1.44422,0.98236,0.72937,0.64312,0.68138,0.2717,1.98814,1.51505,0.98524,0.000639027,0.000639027,0.000639027
62,1542.94,1.74178,1.28986,0.93791,0.67016,0.67547,0.67325,0.27679,2.01516,1.52346,0.98425,0.000634527,0.000634527,0.000634527
63,1566.05,1.93324,1.40946,0.947,0.73247,0.63787,0.68628,0.28142,2.01512,1.55808,0.98092,0.000630028,0.000630028,0.000630028
64,1589.96,1.87164,1.39626,0.94285,0.74741,0.68369,0.67766,0.29069,1.99277,1.49181,0.9859,0.000625528,0.000625528,0.000625528
65,1615.14,1.78801,1.37642,0.96679,0.74787,0.66408,0.68624,0.28729,1.95786,1.43287,0.98647,0.000621029,0.000621029,0.000621029
66,1646,1.89836,1.38812,0.97334,0.68714,0.68135,0.63369,0.26706,1.95739,1.45866,0.99328,0.000616529,0.000616529,0.000616529
67,1674.06,1.89081,1.32518,0.94974,0.66115,0.69522,0.64463,0.2619,1.97232,1.5045,0.9866,0.00061203,0.00061203,0.00061203
68,1697.93,1.83897,1.28479,0.9435,0.64392,0.6939,0.64338,0.24909,2.02512,1.59761,0.9783,0.00060753,0.00060753,0.00060753
69,1723.24,1.79273,1.39731,0.93584,0.68631,0.69993,0.66383,0.26567,2.0488,1.5509,0.98055,0.000603031,0.000603031,0.000603031
70,1746.39,1.78841,1.3722,0.96243,0.73816,0.64927,0.66868,0.27165,2.04115,1.52029,0.97858,0.000598531,0.000598531,0.000598531
71,1769.71,1.79525,1.30034,0.921,0.75774,0.62667,0.66314,0.27688,2.00623,1.48696,0.97609,0.000594031,0.000594031,0.000594031
72,1796.05,1.80577,1.35632,0.92909,0.77324,0.64751,0.68321,0.26469,2.03463,1.48133,0.9844,0.000589532,0.000589532,0.000589532
73,1824.06,1.72841,1.21933,0.91657,0.71612,0.67765,0.67498,0.26572,2.02678,1.5083,0.9772,0.000585032,0.000585032,0.000585032
74,1846.35,1.73039,1.24195,0.92018,0.73906,0.65153,0.64765,0.24639,2.04113,1.51027,0.98175,0.000580533,0.000580533,0.000580533
75,1867.81,1.79358,1.27806,0.94202,0.716,0.6502,0.64199,0.23041,2.07623,1.54588,0.99003,0.000576033,0.000576033,0.000576033
76,1890.33,1.72086,1.2269,0.92055,0.71276,0.65594,0.64718,0.25088,2.00053,1.53621,0.97796,0.000571534,0.000571534,0.000571534
77,1912.5,1.71201,1.21635,0.94251,0.74526,0.672,0.6873,0.27119,1.94915,1.48542,0.97097,0.000567034,0.000567034,0.000567034
78,1938.9,1.68867,1.25009,0.93635,0.78538,0.73016,0.72802,0.29348,1.93048,1.43373,0.9706,0.000562535,0.000562535,0.000562535
79,1968.5,1.79054,1.26313,0.94788,0.82279,0.73055,0.7346,0.29742,1.92206,1.42081,0.96868,0.000558035,0.000558035,0.000558035
80,1995.16,1.7267,1.26418,0.93683,0.66067,0.67043,0.64046,0.25514,2.04046,1.57638,0.98241,0.000553536,0.000553536,0.000553536
81,2017.68,1.73087,1.27201,0.92072,0.61668,0.64351,0.58352,0.21145,2.14126,1.68715,0.99366,0.000549036,0.000549036,0.000549036
82,2039.59,1.74563,1.2242,0.92875,0.5713,0.62219,0.56183,0.2138,2.10133,1.61363,0.98591,0.000544536,0.000544536,0.000544536
83,2061.73,1.70522,1.22227,0.90574,0.66272,0.6688,0.64091,0.24176,2.0096,1.47037,0.97712,0.000540037,0.000540037,0.000540037
84,2087.11,1.71898,1.26326,0.95692,0.72286,0.67906,0.67561,0.26014,1.95554,1.39824,0.9739,0.000535537,0.000535537,0.000535537
85,2114.45,1.71217,1.21955,0.91801,0.71697,0.66847,0.67054,0.25004,2.02448,1.456,0.984,0.000531038,0.000531038,0.000531038
86,2144.25,1.63962,1.18611,0.93069,0.75751,0.69303,0.70149,0.25116,2.06865,1.47866,0.99116,0.000526538,0.000526538,0.000526538
87,2170.01,1.72287,1.17632,0.9266,0.77379,0.70886,0.72044,0.26677,2.05353,1.40826,0.99221,0.000522039,0.000522039,0.000522039
88,2195.3,1.74905,1.1681,0.91638,0.81584,0.7088,0.72173,0.30219,1.94454,1.33183,0.97314,0.000517539,0.000517539,0.000517539
89,2219.38,1.65014,1.19877,0.91324,0.85101,0.71747,0.7395,0.29856,1.97145,1.38538,0.96998,0.00051304,0.00051304,0.00051304
90,2246.18,1.83997,1.29948,0.94649,0.78664,0.69319,0.69561,0.29641,1.95757,1.37444,0.97291,0.00050854,0.00050854,0.00050854
91,2271.84,1.66115,1.14869,0.90495,0.77987,0.67366,0.673,0.29761,1.95302,1.36674,0.97469,0.00050404,0.00050404,0.00050404
92,2295.57,1.65888,1.14453,0.89461,0.81907,0.69859,0.71033,0.29923,1.94041,1.31457,0.98248,0.000499541,0.000499541,0.000499541
93,2319.11,1.58772,1.15915,0.9248,0.76233,0.69347,0.68052,0.25253,2.04699,1.3686,1.01301,0.000495041,0.000495041,0.000495041
94,2342.06,1.80676,1.18709,0.92514,0.73119,0.66993,0.64216,0.24297,2.05374,1.38875,1.02067,0.000490542,0.000490542,0.000490542
95,2365.35,1.73066,1.13249,0.91979,0.75097,0.68904,0.6856,0.27361,1.94271,1.36209,0.99531,0.000486042,0.000486042,0.000486042
96,2388.04,1.62678,1.12079,0.90939,0.79537,0.72433,0.71574,0.29852,1.92545,1.38287,0.97744,0.000481543,0.000481543,0.000481543
97,2411.18,1.64888,1.1235,0.90996,0.78174,0.74155,0.71495,0.29399,1.93278,1.35123,0.98159,0.000477043,0.000477043,0.000477043
98,2433.98,1.62254,1.1478,0.91133,0.80769,0.76331,0.73461,0.30234,1.90853,1.32303,0.97787,0.000472544,0.000472544,0.000472544
99,2457.19,1.69976,1.17385,0.93213,0.8117,0.72003,0.73437,0.30555,1.91276,1.3526,0.97603,0.000468044,0.000468044,0.000468044
100,2479.6,1.60559,1.12205,0.90767,0.77344,0.68685,0.67907,0.27598,1.99891,1.44968,0.97658,0.000463545,0.000463545,0.000463545
101,2502.59,1.62693,1.10596,0.90483,0.75913,0.66916,0.66589,0.27719,1.97999,1.41335,0.97204,0.000459045,0.000459045,0.000459045
102,2525.02,1.606,1.14872,0.90218,0.75329,0.68894,0.68163,0.2738,1.98435,1.39452,0.97199,0.000454545,0.000454545,0.000454545
103,2548.15,1.66969,1.08075,0.90361,0.76057,0.69758,0.68662,0.27906,1.99183,1.41161,0.97502,0.000450046,0.000450046,0.000450046
104,2570.82,1.60184,1.08496,0.8907,0.76215,0.71277,0.70281,0.28265,1.94612,1.33413,0.97807,0.000445546,0.000445546,0.000445546
105,2593.51,1.60796,1.08231,0.9069,0.7272,0.68752,0.64456,0.2741,1.94659,1.29755,0.98358,0.000441047,0.000441047,0.000441047
106,2617.16,1.63475,1.05726,0.90747,0.75304,0.68831,0.66892,0.27356,1.98953,1.31407,0.98807,0.000436547,0.000436547,0.000436547
107,2640.15,1.68638,1.13993,0.91253,0.79362,0.69376,0.67733,0.27053,2.02188,1.3354,0.98944,0.000432048,0.000432048,0.000432048
108,2663.62,1.72685,1.16555,0.92062,0.73391,0.68751,0.64683,0.25673,1.99179,1.37649,0.9927,0.000427548,0.000427548,0.000427548
109,2687,1.6778,1.12635,0.91815,0.74141,0.67735,0.64802,0.24521,2.0673,1.39395,1.01252,0.000423049,0.000423049,0.000423049
110,2711.7,1.67814,1.10717,0.90243,0.70879,0.66445,0.63217,0.24496,2.07719,1.39271,1.01207,0.000418549,0.000418549,0.000418549
111,2738.73,1.59094,1.07342,0.90759,0.72117,0.66486,0.62541,0.25632,2.01067,1.38435,0.98678,0.000414049,0.000414049,0.000414049
112,2766.07,1.5457,1.09411,0.90477,0.80016,0.65676,0.69011,0.26347,2.07474,1.40909,0.9847,0.00040955,0.00040955,0.00040955
113,2795.74,1.60833,1.12237,0.91298,0.81252,0.68204,0.6929,0.27375,2.05767,1.36239,0.98506,0.00040505,0.00040505,0.00040505
114,2821.08,1.59971,1.09791,0.91873,0.76756,0.68663,0.67177,0.26313,2.04814,1.36341,0.9889,0.000400551,0.000400551,0.000400551
115,2845.32,1.72614,1.09356,0.91963,0.76316,0.65193,0.64815,0.26031,2.0692,1.41296,0.99135,0.000396051,0.000396051,0.000396051
116,2869.32,1.71668,1.37874,0.92536,0.60912,0.63174,0.60896,0.22188,2.19349,1.61104,1.00021,0.000391552,0.000391552,0.000391552
117,2891.17,1.67279,1.1362,0.90373,0.61892,0.60348,0.59202,0.21334,2.21578,1.647,1.0006,0.000387052,0.000387052,0.000387052
118,2913.81,1.67279,1.12889,0.88237,0.71951,0.62277,0.64435,0.23066,2.13131,1.56566,0.99128,0.000382553,0.000382553,0.000382553
119,2936.21,1.56469,1.0235,0.87509,0.74788,0.65242,0.67395,0.25405,2.07816,1.50261,0.98563,0.000378053,0.000378053,0.000378053
120,2958.69,1.63278,1.06244,0.90098,0.75498,0.69285,0.7013,0.26079,2.0216,1.42698,0.97889,0.000373554,0.000373554,0.000373554
121,2981.57,1.60894,1.05222,0.9011,0.82281,0.72573,0.73433,0.28095,1.96134,1.33021,0.97471,0.000369054,0.000369054,0.000369054
122,3004.13,1.61758,1.00557,0.8937,0.8143,0.71981,0.72018,0.28108,1.94702,1.31757,0.97518,0.000364554,0.000364554,0.000364554
123,3026.4,1.61819,1.14556,0.9449,0.83571,0.71913,0.73611,0.28369,1.95397,1.34734,0.97464,0.000360055,0.000360055,0.000360055
124,3048.67,1.56456,1.10757,0.89671,0.8179,0.72985,0.73033,0.28223,1.94771,1.36551,0.97799,0.000355555,0.000355555,0.000355555
125,3071.37,1.59014,1.05806,0.89893,0.80826,0.73017,0.73105,0.2871,1.9314,1.31971,0.98005,0.000351056,0.000351056,0.000351056
126,3093.89,1.62042,1.0106,0.90543,0.79709,0.72912,0.72365,0.28243,1.94614,1.32382,0.98377,0.000346556,0.000346556,0.000346556
127,3117.12,1.54891,1.00466,0.8931,0.8175,0.69915,0.71213,0.27634,1.94797,1.34657,0.98291,0.000342057,0.000342057,0.000342057
128,3141.98,1.56145,1.03905,0.91106,0.78297,0.70427,0.68503,0.26323,1.96069,1.40145,0.98687,0.000337557,0.000337557,0.000337557
129,3166.45,1.61445,1.11719,0.90899,0.77068,0.70936,0.67902,0.27405,1.94595,1.38332,0.98603,0.000333058,0.000333058,0.000333058
130,3192.91,1.57318,1.00494,0.89667,0.7776,0.71251,0.69293,0.27424,1.93655,1.34848,0.98386,0.000328558,0.000328558,0.000328558
131,3216.67,1.60409,1.01719,0.89547,0.78592,0.7339,0.73029,0.28482,1.95617,1.33844,0.98196,0.000324058,0.000324058,0.000324058
132,3239.31,1.49149,0.96708,0.8849,0.8004,0.70969,0.71945,0.28484,2.03287,1.38852,0.98368,0.000319559,0.000319559,0.000319559
133,3261.5,1.52727,0.992,0.89776,0.78859,0.69075,0.69218,0.26325,2.07473,1.40304,0.98851,0.000315059,0.000315059,0.000315059
134,3284.78,1.56641,1.00677,0.88732,0.77988,0.71461,0.72063,0.27133,2.06268,1.3731,0.98905,0.00031056,0.00031056,0.00031056
135,3307.43,1.58391,1.00593,0.87692,0.80064,0.71872,0.73197,0.27735,2.02508,1.33112,0.98622,0.00030606,0.00030606,0.00030606
136,3329.36,1.50896,0.94052,0.89211,0.77347,0.72574,0.71681,0.28552,1.9769,1.2683,0.98495,0.000301561,0.000301561,0.000301561
137,3351.75,1.61369,1.02493,0.91423,0.83053,0.67263,0.71381,0.27373,2.01239,1.29463,0.98803,0.000297061,0.000297061,0.000297061
138,3377.4,1.54574,0.93324,0.88663,0.82783,0.66674,0.7107,0.27522,2.05632,1.33863,0.99212,0.000292562,0.000292562,0.000292562
139,3403.4,1.53854,0.99695,0.90101,0.77342,0.71251,0.70942,0.27276,2.08081,1.36117,0.99466,0.000288062,0.000288062,0.000288062
140,3428.64,1.58528,0.99736,0.87284,0.8276,0.70235,0.71211,0.28804,2.02017,1.32437,0.99218,0.000283563,0.000283563,0.000283563
141,3451.3,1.44112,0.91589,0.88373,0.80632,0.6884,0.68047,0.28245,2.01164,1.31434,0.99674,0.000279063,0.000279063,0.000279063
142,3476.44,1.51944,1.03901,0.90326,0.7969,0.67802,0.66524,0.28584,2.00897,1.30064,1.00385,0.000274563,0.000274563,0.000274563
143,3498.8,1.5774,1.07785,0.93033,0.77572,0.66149,0.64627,0.26604,2.03578,1.30789,1.01423,0.000270064,0.000270064,0.000270064
144,3522.44,1.51076,0.97763,0.87672,0.77006,0.64223,0.64765,0.2538,2.11451,1.39689,1.01012,0.000265564,0.000265564,0.000265564
145,3545.51,1.4753,0.95175,0.87462,0.8061,0.68316,0.69362,0.24678,2.15415,1.40899,1.00656,0.000261065,0.000261065,0.000261065
146,3568.48,1.56763,1.02333,0.9011,0.79068,0.66623,0.67862,0.25113,2.14641,1.38086,1.00435,0.000256565,0.000256565,0.000256565
147,3591.25,1.60377,1.04767,0.90788,0.81726,0.67923,0.67872,0.26175,2.09447,1.335,0.99858,0.000252066,0.000252066,0.000252066
148,3613.53,1.5368,0.98549,0.90572,0.81334,0.70697,0.69986,0.28033,2.00927,1.23433,0.99169,0.000247566,0.000247566,0.000247566
149,3636.43,1.67494,1.03193,0.9198,0.82399,0.73195,0.73534,0.28876,1.99946,1.2367,0.99048,0.000243067,0.000243067,0.000243067
150,3660.57,1.5933,0.99424,0.90366,0.81863,0.72295,0.73736,0.27965,2.0085,1.26371,0.98943,0.000238567,0.000238567,0.000238567
151,3685.21,1.55625,1.03881,0.89753,0.77648,0.70761,0.70277,0.26551,2.04765,1.31842,0.99081,0.000234068,0.000234068,0.000234068
152,3708.07,1.49507,0.99363,0.87079,0.79028,0.63308,0.67165,0.25439,2.07958,1.35354,0.98951,0.000229568,0.000229568,0.000229568
153,3730.85,1.57743,1.05777,0.88801,0.76902,0.69462,0.67925,0.26285,2.05475,1.32374,0.98752,0.000225068,0.000225068,0.000225068
154,3755.7,1.53184,0.98725,0.90337,0.81366,0.71058,0.69909,0.28307,2.00988,1.28942,0.98418,0.000220569,0.000220569,0.000220569
155,3778.92,1.53871,1.02346,0.89613,0.83383,0.72658,0.72001,0.28827,1.98812,1.27198,0.98232,0.000216069,0.000216069,0.000216069
156,3801.64,1.5493,0.96081,0.87942,0.81822,0.71694,0.72284,0.28335,1.99502,1.2857,0.98297,0.00021157,0.00021157,0.00021157
157,3824.65,1.45913,0.88868,0.87476,0.81293,0.71371,0.71179,0.27539,2.02735,1.31194,0.98355,0.00020707,0.00020707,0.00020707
158,3849.28,1.52938,1.00372,0.89108,0.80036,0.7142,0.70836,0.27789,2.04311,1.32177,0.98712,0.000202571,0.000202571,0.000202571
159,3874,1.50339,1.02708,0.88755,0.80969,0.69205,0.71094,0.27655,2.02977,1.32449,0.985,0.000198071,0.000198071,0.000198071
160,3898.19,1.52207,0.98891,0.8806,0.77335,0.67862,0.69083,0.28262,2.00691,1.29693,0.98977,0.000193572,0.000193572,0.000193572
161,3920.82,1.47032,0.96467,0.88883,0.76231,0.66828,0.68306,0.2838,1.98774,1.27381,0.99015,0.000189072,0.000189072,0.000189072
162,3942.85,1.49582,0.98429,0.89609,0.76854,0.67338,0.67809,0.28353,1.97038,1.25904,0.98823,0.000184572,0.000184572,0.000184572
163,3965.12,1.49529,0.89858,0.88494,0.73236,0.68836,0.67674,0.28342,1.95787,1.25441,0.9814,0.000180073,0.000180073,0.000180073
164,3988.41,1.44501,0.88052,0.89068,0.79108,0.71052,0.71375,0.28736,1.97076,1.24999,0.97683,0.000175573,0.000175573,0.000175573
165,4011.81,1.51921,1.05848,0.8903,0.77992,0.72062,0.71369,0.2909,1.96986,1.24194,0.97745,0.000171074,0.000171074,0.000171074
166,4036.99,1.45549,0.93923,0.89804,0.78336,0.73141,0.71408,0.29356,1.9674,1.23703,0.97832,0.000166574,0.000166574,0.000166574
167,4062.39,1.54779,0.9838,0.87885,0.77096,0.72901,0.70085,0.29625,1.97034,1.24008,0.98373,0.000162075,0.000162075,0.000162075
168,4086.44,1.52816,0.8879,0.88331,0.77001,0.74203,0.70252,0.28328,1.98499,1.25839,0.98961,0.000157575,0.000157575,0.000157575
169,4108.75,1.50411,0.94276,0.90186,0.76881,0.71324,0.70045,0.27522,1.99609,1.27678,0.98898,0.000153076,0.000153076,0.000153076
170,4131.35,1.44018,0.97276,0.88596,0.74995,0.72244,0.70258,0.26911,2.01799,1.30051,0.9904,0.000148576,0.000148576,0.000148576
171,4153.65,1.44857,0.97965,0.87075,0.76451,0.69956,0.69813,0.26743,2.02755,1.31261,0.99195,0.000144077,0.000144077,0.000144077
172,4176.25,1.46267,0.95865,0.88306,0.79628,0.72066,0.71526,0.28469,2.00749,1.28189,0.99338,0.000139577,0.000139577,0.000139577
173,4198.1,1.41831,0.95641,0.89066,0.79071,0.70624,0.70387,0.28295,1.99246,1.2536,0.99496,0.000135077,0.000135077,0.000135077
174,4220.04,1.44771,0.91206,0.88732,0.7957,0.70824,0.70075,0.28224,1.99298,1.25278,0.99675,0.000130578,0.000130578,0.000130578
175,4242.57,1.49121,0.8679,0.87883,0.78889,0.70512,0.70142,0.28224,1.99112,1.25416,0.99639,0.000126078,0.000126078,0.000126078
176,4268.56,1.57823,0.96052,0.90387,0.74069,0.70067,0.66929,0.27206,2.01568,1.27418,0.9943,0.000121579,0.000121579,0.000121579
177,4294.92,1.4969,1.01131,0.88595,0.81536,0.66189,0.68221,0.27856,2.04877,1.28842,0.995,0.000117079,0.000117079,0.000117079
178,4321.37,1.43404,0.96354,0.85928,0.73869,0.68998,0.6667,0.27054,2.0777,1.31138,0.99687,0.00011258,0.00011258,0.00011258
179,4344.9,1.45763,0.93109,0.88527,0.7938,0.64544,0.66573,0.26676,2.0799,1.3162,0.99732,0.00010808,0.00010808,0.00010808
180,4370.08,1.47112,0.9472,0.87508,0.75096,0.69999,0.67745,0.27462,2.03375,1.27795,0.99377,0.000103581,0.000103581,0.000103581
181,4395.73,1.4619,0.93125,0.87948,0.76094,0.71214,0.69674,0.27945,2.00643,1.25902,0.99297,9.9081e-05,9.9081e-05,9.9081e-05
182,4421.88,1.40842,0.89898,0.87915,0.74788,0.71138,0.6868,0.28605,1.99558,1.25258,0.99278,9.45814e-05,9.45814e-05,9.45814e-05
183,4448.25,1.45556,0.92225,0.88546,0.76279,0.72728,0.69586,0.28942,1.98836,1.24334,0.9921,9.00819e-05,9.00819e-05,9.00819e-05
